database_id,display_name,identity_name,name_source,employment_status,internal_player_key,owner_club_save_index,owner_club_database_id,owner_club,active_club_save_index,active_club_database_id,active_club,is_on_loan,weekly_wage_internal,contract_start_year,contract_end_date,contract_end_date_status,contract_end_day_raw,contract_end_year_raw,loan_weekly_wage_internal,loan_end_date,record_subtype,contract_count,data_quality_flags,score,confidence
8832899,"Celso Luís","Celso Luís",KNOWN_DISPLAY_NAME,FormationContract,7237,62,333,"A Portuguesa D",62,333,"A Portuguesa D",False,30,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE",89,MEDIUM
8835083,"Jonas","Jonas Jessue",KNOWN_DISPLAY_NAME,FormationContract,7642,872,301354,"AD São Caetano",872,301354,"AD São Caetano",False,33,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE",89,MEDIUM
8835203,"","Adebson",IDENTITY_FRAGMENT,FormationContract,7760,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832897,"","Afonso João",IDENTITY_FRAGMENT,FormationContract,7235,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835205,"","Alan Carlos José",IDENTITY_FRAGMENT,FormationContract,7762,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8829864,"","Alessandro Felipe",IDENTITY_FRAGMENT,FormationContract,6948,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832898,"","André Márcio",IDENTITY_FRAGMENT,FormationContract,7236,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,54,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835219,"","Carmona da Silva",IDENTITY_FRAGMENT,FormationContract,7776,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835224,"","Cezar Rodrigo",IDENTITY_FRAGMENT,FormationContract,7781,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835215,"","da Silva Pedroso",IDENTITY_FRAGMENT,FormationContract,7772,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835228,"","Émerson Luiz",IDENTITY_FRAGMENT,FormationContract,7785,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835221,"","Horn Peixoto",IDENTITY_FRAGMENT,FormationContract,7778,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835212,"","Iuri",IDENTITY_FRAGMENT,FormationContract,7769,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835213,"","Jankiel",IDENTITY_FRAGMENT,FormationContract,7770,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833629,"","Jonathas",IDENTITY_FRAGMENT,FormationContract,7481,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835216,"","Luís Paulo",IDENTITY_FRAGMENT,FormationContract,7773,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835223,"","Mior Júnior",IDENTITY_FRAGMENT,FormationContract,7780,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835226,"","Pavi",IDENTITY_FRAGMENT,FormationContract,7783,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835211,"","Rampi",IDENTITY_FRAGMENT,FormationContract,7768,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835222,"","Raniélson",IDENTITY_FRAGMENT,FormationContract,7779,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,59,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835209,"","Vendruscolo Brancher",IDENTITY_FRAGMENT,FormationContract,7766,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835227,"","Victor Hugo",IDENTITY_FRAGMENT,FormationContract,7784,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835204,"","Vortmann",IDENTITY_FRAGMENT,FormationContract,7761,1390,314909,"RS Futebol C",1390,314909,"RS Futebol C",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835087,"","Dhonatan",IDENTITY_FRAGMENT,FormationContract,7646,64,335,"Santos FC",64,335,"Santos FC",False,34,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832882,"","Carpinelle",IDENTITY_FRAGMENT,FormationContract,7220,66,337,"São Paulo FC",66,337,"São Paulo FC",False,42,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832883,"","Jackson Henrique",IDENTITY_FRAGMENT,FormationContract,7221,66,337,"São Paulo FC",66,337,"São Paulo FC",False,42,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832884,"","José Leonardo",IDENTITY_FRAGMENT,FormationContract,7222,66,337,"São Paulo FC",66,337,"São Paulo FC",False,39,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833638,"","Róbson Rafael",IDENTITY_FRAGMENT,FormationContract,7489,746,301111,"São Raimundo EC (AM)",746,301111,"São Raimundo EC (AM)",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833645,"","Tavares da Cunha",IDENTITY_FRAGMENT,FormationContract,7496,746,301111,"São Raimundo EC (AM)",746,301111,"São Raimundo EC (AM)",False,30,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8826161,"","Alves de Assis Silva",IDENTITY_FRAGMENT,FormationContract,6819,48,319,"SC Corinthians Paulista",48,319,"SC Corinthians Paulista",False,126,2003,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832889,"","Borges da Silva",IDENTITY_FRAGMENT,FormationContract,7227,48,319,"SC Corinthians Paulista",48,319,"SC Corinthians Paulista",False,33,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835232,"","Corrêa Piller Filho",IDENTITY_FRAGMENT,FormationContract,7789,48,319,"SC Corinthians Paulista",48,319,"SC Corinthians Paulista",False,32,2003,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320557,"","Cristiano Henrique",IDENTITY_FRAGMENT,FormationContract,4321,48,319,"SC Corinthians Paulista",48,319,"SC Corinthians Paulista",False,34,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320556,"","Danilo Pedro",IDENTITY_FRAGMENT,FormationContract,4320,48,319,"SC Corinthians Paulista",48,319,"SC Corinthians Paulista",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320564,"","do Nascimento Cabral",IDENTITY_FRAGMENT,FormationContract,4328,48,319,"SC Corinthians Paulista",48,319,"SC Corinthians Paulista",False,33,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320575,"","João Aristídes",IDENTITY_FRAGMENT,FormationContract,4338,48,319,"SC Corinthians Paulista",48,319,"SC Corinthians Paulista",False,31,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835233,"","Júnior Felício",IDENTITY_FRAGMENT,FormationContract,7790,48,319,"SC Corinthians Paulista",48,319,"SC Corinthians Paulista",False,34,2003,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835234,"","Nílton",IDENTITY_FRAGMENT,FormationContract,7791,48,319,"SC Corinthians Paulista",48,319,"SC Corinthians Paulista",False,34,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320565,"","Adalberto Nitsche",IDENTITY_FRAGMENT,FormationContract,4329,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833649,"","Alessandro José",IDENTITY_FRAGMENT,FormationContract,7499,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833720,"","Carniel Hiller",IDENTITY_FRAGMENT,FormationContract,7555,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833660,"","Cauê Roberto",IDENTITY_FRAGMENT,FormationContract,7507,55,326,"SC Internacional",55,326,"SC Internacional",False,50,2003,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833666,"","Dariano",IDENTITY_FRAGMENT,FormationContract,7513,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
320574,"","de Souza Jorge",IDENTITY_FRAGMENT,FormationContract,4337,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833651,"","Flores Lima",IDENTITY_FRAGMENT,FormationContract,7501,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833675,"","Furtado Acosta",IDENTITY_FRAGMENT,FormationContract,7519,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2004,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833689,"","Godói dos Santos",IDENTITY_FRAGMENT,FormationContract,7532,55,326,"SC Internacional",55,326,"SC Internacional",False,30,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833662,"","José Claudinei",IDENTITY_FRAGMENT,FormationContract,7509,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833685,"","Liniker",IDENTITY_FRAGMENT,FormationContract,7529,55,326,"SC Internacional",55,326,"SC Internacional",False,60,2003,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833687,"","Luiz Adriano",IDENTITY_FRAGMENT,FormationContract,7531,55,326,"SC Internacional",55,326,"SC Internacional",False,50,2003,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833680,"","Marcelino da Silva",IDENTITY_FRAGMENT,FormationContract,7524,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833657,"","Medeiros Grassi",IDENTITY_FRAGMENT,FormationContract,7504,55,326,"SC Internacional",55,326,"SC Internacional",False,50,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833692,"","Michel Roberto",IDENTITY_FRAGMENT,FormationContract,7535,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833671,"","Moraes dos Santos",IDENTITY_FRAGMENT,FormationContract,7515,55,326,"SC Internacional",55,326,"SC Internacional",False,40,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833693,"","Muriel Gustavo",IDENTITY_FRAGMENT,FormationContract,7536,55,326,"SC Internacional",55,326,"SC Internacional",False,55,2003,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833682,"","Pacheco Fraga",IDENTITY_FRAGMENT,FormationContract,7526,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833650,"","Pereira Canto",IDENTITY_FRAGMENT,FormationContract,7500,55,326,"SC Internacional",55,326,"SC Internacional",False,40,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833703,"","Pierre",IDENTITY_FRAGMENT,FormationContract,7544,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2003,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833705,"","Porcellis de Oliveira",IDENTITY_FRAGMENT,FormationContract,7546,55,326,"SC Internacional",55,326,"SC Internacional",False,50,2003,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8832967,"","Sídnei",IDENTITY_FRAGMENT,FormationContract,7285,55,326,"SC Internacional",55,326,"SC Internacional",False,50,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833686,"","Silva da Silva",IDENTITY_FRAGMENT,FormationContract,7530,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
321137,"","Souza Jorge",IDENTITY_FRAGMENT,FormationContract,4412,55,326,"SC Internacional",55,326,"SC Internacional",False,50,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833714,"","Taianan Imberê",IDENTITY_FRAGMENT,FormationContract,7550,55,326,"SC Internacional",55,326,"SC Internacional",False,60,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8835239,"","Wellington Luís",IDENTITY_FRAGMENT,FormationContract,7796,55,326,"SC Internacional",55,326,"SC Internacional",False,45,2004,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833731,"","Aluísio Edvaldo",IDENTITY_FRAGMENT,FormationContract,7566,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833737,"","Bergher",IDENTITY_FRAGMENT,FormationContract,7572,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833732,"","Carvalho Souza",IDENTITY_FRAGMENT,FormationContract,7567,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833754,"","da Rosa Ribeiro",IDENTITY_FRAGMENT,FormationContract,7589,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833730,"","dos Santos de Freitas",IDENTITY_FRAGMENT,FormationContract,7565,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833769,"","Dutra da Silva",IDENTITY_FRAGMENT,FormationContract,7604,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,1,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833743,"","Gilian",IDENTITY_FRAGMENT,FormationContract,7578,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833745,"","Goin",IDENTITY_FRAGMENT,FormationContract,7580,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833747,"","Héverton Luís",IDENTITY_FRAGMENT,FormationContract,7582,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833738,"","Júlio Cézar",IDENTITY_FRAGMENT,FormationContract,7573,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833760,"","Júnior César",IDENTITY_FRAGMENT,FormationContract,7595,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833756,"","Maicon Luís",IDENTITY_FRAGMENT,FormationContract,7591,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
8833765,"","Souza Orestes Caldeira",IDENTITY_FRAGMENT,FormationContract,7600,828,301266,"SER Caxias do Sul",828,301266,"SER Caxias do Sul",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
315520,"","dos Santos Freire",IDENTITY_FRAGMENT,FormationContract,2821,585,107240,"Volta Redonda FC",585,107240,"Volta Redonda FC",False,30,2001,,NotDefined,1,1900,,,2,1,"SENTINEL_END_DATE|DISPLAY_NAME_UNRESOLVED",89,MEDIUM
